SEMESTER,AINE_VK,AINE_INST,AINEKOOD,AINE,arvestatud,mittearvestatud,hinne_A,hinne_B,hinne_C,hinne_D,hinne_E,hinne_F,mitteilmunud
S,MV,MVFA,MVFA.00.026,Ravimsuhtlemine apteegis,50,0,0,0,0,0,0,0,0
S,MV,MVMV,AR00.00.048,Doktoriseminar II,8,0,0,0,0,0,0,0,0
S,MV,MVMV,AR00.00.057,Sissejuhatus erialaõpingutesse,205,0,0,0,0,0,0,0,2
S,MV,MVMV,AR00.00.088,Sõja- ja katastroofimeditsiin,71,1,0,0,0,0,0,0,0
S,MV,MVMV,ARAR.00.012,Teadustöö kliinilises meditsiinis,19,0,0,0,0,0,0,0,0
S,MV,MVPT,AROT.00.014,Õendusjuhtimise praktika,10,0,0,0,0,0,0,0,0
S,MV,MVPT,AROT.00.028,Personalijuhtimise alused õendusjuhtidele,0,0,3,7,4,0,0,0,0
S,MV,MVPT,AROT.00.032,Hariduskorraldus ja -õigus õendusõppejõududele,13,0,0,0,0,0,0,0,0
S,MV,MVPT,AROT.00.040,"Teadmised, teave ja teabe arendamine õendusteaduses",0,0,0,8,7,0,0,0,0
S,MV,MVPT,AROT.00.055,Esmaabi,21,0,0,0,0,0,0,0,0
S,MV,MVPT,AROT.00.063,Tööõiguse alused õendusjuhtidele,13,0,0,0,0,0,0,0,0
S,MV,MVPT,AROT.01.013,Arendusprojektide planeerimine ja koostamine õenduses,13,0,0,0,0,0,0,0,0
S,MV,MVPT,ARPO.01.031,Perearstiteadus,0,0,20,23,15,6,2,0,0
S,MV,MVPT,ARPO.01.042,Patsiendikeskne suhtlemine,155,1,0,0,0,0,0,0,0
S,MV,MVPT,ARTH.00.033,Magistritöö,8,0,0,0,0,0,0,0,0
S,MV,MVPT,ARTH.01.045,Keskkonna- ja töötervishoid,0,0,102,46,3,0,0,1,0
S,MV,MVPT,ARTH.02.055,Meditsiiniteooria ja -eetika,0,0,19,2,6,0,0,0,0
S,MV,MVPT,ARTH.02.057,Rahvatervishoiu alused,0,0,0,3,8,1,0,0,0
S,MV,MVPT,ARTH.02.063,Bioeetika,0,0,12,10,5,0,0,0,0
S,MV,MVPT,ARTH.02.067,Eetilised aspektid terviseteadustes,0,0,13,0,0,0,0,0,0
S,MV,MVPT,ARTH.02.069,Teadustöö alused,0,0,4,6,2,1,0,0,0
S,MV,MVPT,ARTH.02.079,Tervishoiu organisatsioon ja seadusandlus,0,0,6,4,1,1,0,0,0
S,MV,MVPT,ARTH.02.080,Magistriseminar,12,0,0,0,0,0,0,0,0
S,MV,MVPT,ARTH.02.081,Tervishoiukorraldus ja tervishoiuökonoomika,92,0,0,0,0,0,0,0,0
S,MV,MVPT,ARTH.03.006,Epidemioloogia ja biostatistika,0,0,67,85,31,3,0,0,0
S,MV,MVPT,ARTH.03.014,Epidemioloogia,0,0,3,16,5,2,1,0,0
S,MV,MVPT,ARTH.03.021,Biostatistika I,26,0,0,0,0,0,0,0,0
S,MV,MVPT,ARTH.03.040,Epidemioloogia ja biostatistika,32,0,0,0,0,0,0,0,0
S,MV,MVPT,ARTH.03.041,Epidemioloogia ja uurimismeetodid terviseteadustes,0,0,8,3,2,0,0,0,0
S,MV,MVPT,ARTH.03.042,Tõenduspõhisus rahvatervise valdkonnas ning terviseteenuste hindamine,0,0,2,2,4,4,0,0,0
S,MV,MVPT,ARTH.03.044,Mittenakkushaiguste epidemioloogia,0,0,4,2,4,2,0,0,0
S,MV,MVPT,ARTH.03.045,Statistiline modelleerimine,12,0,0,0,0,0,0,0,0
S,MV,MVPT,ARTH.04.038,Tervisedenduse alused,0,0,6,6,0,0,0,0,0
S,MV,MVPT,ARTH.04.040,Tervisemõjurid,0,0,6,4,2,0,0,0,0
S,MV,MVPT,ARTH.04.045,Tervise edendamine,0,0,68,97,16,1,0,0,0
S,MV,MVPT,ARTH.05.008,Tervishoiuökonoomika ja tervishoiukorraldus,33,0,0,0,0,0,0,0,0
S,MV,MVPT,ARTH.05.012,Tervishoiuökonoomika,13,0,0,0,0,0,0,0,0
S,MV,MVPT,MVPT.01.001,Enamlevinud haigused,13,0,0,0,0,0,0,0,0
S,MV,MVPT,MVPT.01.002,Praktiliste oskuste omandamine meditsiinis - tudengilt tudengile kursus 1,32,0,0,0,0,0,0,0,0
S,MV,MVPT,MVPT.01.003,Praktiliste oskuste õpetamine meditsiinis - tudengilt tudengile kursus 2,11,0,0,0,0,0,0,0,0
S,MV,MVPT,MVPT.01.004,Patsiendikeskne suhtlemine,16,1,0,0,0,0,0,0,0
S,MV,MVPT,MVPT.02.005,Õendusteaduse filosoofilised aspektid,16,0,0,0,0,0,0,0,0
S,MV,MVPT,MVPT.02.006,Teadustöö metodoloogilised alused,0,0,3,2,5,2,0,0,0
S,MV,MVPT,MVPT.02.011,Patsiendikesksus ja kliiniline tervisedendus,12,0,0,0,0,0,0,0,0
S,MV,MVPT,MVPT.02.013,Pedagoogika ja sotsiaalpedagoogika õenduses,0,0,7,6,2,0,0,0,0
S,MV,MVPT,MVPT.04.002,Meditsiiniõigus,44,0,0,0,0,0,0,0,1
S,MV,MVSF,KKSB.01.001,Funktsionaalne morfoloogia,0,0,30,24,6,12,8,4,2
S,MV,MVSF,KKSB.01.033,Treeningu ja koormuse juhtimine,41,0,0,0,0,0,0,0,0
S,MV,MVSF,KKSB.01.034,Tervislik liikumisharrastus,86,9,0,0,0,0,0,0,0
S,MV,MVSF,KKSB.01.036,Tervislik liikumisharrastus,13,1,0,0,0,0,0,0,0
S,MV,MVSF,KKSB.02.011,Teadustöö metoodika. Üldkursus magistriõppele,0,0,5,6,15,2,1,0,1
S,MV,MVSF,KKSB.02.034,Spordibiokeemia,0,0,3,15,19,26,22,7,0
S,MV,MVSF,KKSB.02.042,Spordifüsioloogia,0,0,5,12,8,3,3,0,2
S,MV,MVSF,KKSB.02.049,"Toitumine, kehaline aktiivsus ja tervis",37,0,0,0,0,0,0,0,0
S,MV,MVSF,KKSB.03.013,Motoorika juhtimine,0,0,10,6,2,0,0,0,0
S,MV,MVSF,KKSB.03.020,Kinesioloogia,0,0,7,14,11,11,29,1,1
S,MV,MVSF,KKSB.03.028,Biomeetria ja biostatistika,0,0,6,8,6,6,6,0,0
S,MV,MVSF,KKSB.05.027,Terapeutiline harjutus,0,0,29,11,0,1,0,0,0
S,MV,MVSF,KKSB.05.032,Füsioteraapia neuroloogias,0,0,10,15,4,2,0,2,0
S,MV,MVSF,KKSB.05.033,Laste füsioteraapia I,0,0,23,7,4,0,0,0,0
S,MV,MVSF,KKSB.05.039,Täiskasvanute füsioteraapia,0,0,18,1,0,0,0,0,0
S,MV,MVSF,KKSB.05.059,Magistritöö füsioteraapia erialal,35,0,1,0,0,0,0,0,0
S,MV,MVSF,KKSB.05.074,Füüsikaline ravi,0,0,22,9,1,0,0,0,0
S,MV,MVSF,KKSB.05.076,Teraapiaprotsessi juhendamine,19,0,0,0,0,0,0,0,0
S,MV,MVSF,KKSB.05.078,Rehabilitatsiooni alused,0,0,24,13,1,2,0,0,0
S,MV,MVSF,KKSB.05.080,Ettevõtluse ja juhtimise alused terviseteenuste valdkonnas,71,0,0,0,0,0,0,0,1
S,MV,MVSF,KKSB.05.082,Spordifüsioteraapia alused,0,0,19,3,3,1,0,0,0
S,MV,MVSF,KKSB.05.083,Terapeutiline harjutus II (rühmatund),10,0,0,0,0,0,0,0,0
S,MV,MVSF,KKSB.05.087,Inimese põhiliikumise funktsionaalne analüüs,0,0,22,14,6,0,0,0,1
S,MV,MVSF,KKSB.05.088,Liikumisretsept,35,0,0,0,0,0,0,0,1
S,MV,MVSF,KKSB.05.089,Uurimistöö füsioteraapia erialal,24,1,0,0,0,0,0,0,0
S,MV,MVSF,KKSP.00.016,Bakalaureusetöö kehalise kasvatuse ja spordi erialal,15,0,0,0,0,1,0,0,0
S,MV,MVSF,KKSP.00.021,Magistritöö kehalise kasvatuse ja spordi erialal,25,0,0,0,0,0,0,0,0
S,MV,MVSF,KKSP.01.058,Rahva- ja tervisesport,0,0,12,9,8,5,5,0,0
S,MV,MVSF,KKSP.01.059,Spordipedagoogika alused,0,0,14,7,9,6,8,2,0
S,MV,MVSF,KKSP.02.001,Kehalise kasvatuse ja spordi alused,0,0,16,11,4,0,0,0,1
S,MV,MVSF,KKSP.02.014,Kehaline kasvatus,0,0,14,10,8,1,0,0,0
S,MV,MVSF,KKSP.02.021,Spordipedagoogika,0,0,6,5,1,1,0,0,1
S,MV,MVSF,KKSP.02.028,Tervisekasvatuse alused,48,2,0,0,0,0,0,0,0
S,MV,MVSF,KKSP.02.029,Tervisekasvatus II,26,0,0,0,0,0,0,0,0
S,MV,MVSF,KKSP.02.035,Liikumisõpetus koolieelses eas,38,0,0,0,0,0,0,0,1
S,MV,MVSF,KKSP.02.038,Spordipedagoogiline seminar,0,0,10,5,0,0,0,0,0
S,MV,MVSF,KKSP.02.039,Kehalise kasvatuse õpetaja põhipraktika,6,0,0,0,0,0,0,0,0
S,MV,MVSF,KKSP.02.040,Kehalise kasvatuse pidev praktika,6,0,0,0,0,0,0,0,0
S,MV,MVSF,KKSP.02.043,Pedagoogiline praktikum II,6,0,0,0,0,0,0,0,0
S,MV,MVSF,KKSP.03.001,Spordipsühholoogia,0,0,6,1,0,0,0,0,0
S,MV,MVSF,KKSP.03.026,Spordijuhtimise alused,0,0,9,13,21,1,0,0,3
S,MV,MVSF,KKSP.03.030,Spordisotsioloogia,0,0,5,14,5,1,3,0,0
S,MV,MVSF,KKSP.03.037,Spordijuhtimise praktika,9,0,0,0,0,0,0,0,0
S,MV,MVSF,KKSP.03.041,Psühholoogiline hindamine ja sekkumine spordis,5,3,0,0,0,0,0,0,0
S,MV,MVSF,KKSP.03.047,Sissejuhatus spordi- ja liikumispsühholoogiasse,0,0,45,31,8,1,1,0,1
S,MV,MVSF,KKSP.03.051,Spordijuhtimise seminar,5,0,0,0,0,0,0,0,1
S,MV,MVSF,KKSP.04.013,Treeninguõpetuse alused,0,0,5,10,15,8,5,0,2
S,MV,MVSF,KKSP.04.043,Treeninguõpetus,0,0,1,3,5,2,0,0,6
S,MV,MVSF,KKSP.04.044,Sportliku treeningu seminar,8,0,0,0,0,0,0,0,2
S,MV,MVSF,KKSP.04.045,Treeningu monitooring,0,0,6,7,10,5,0,0,0
S,MV,MVSF,KKSP.04.046,Sportlase lihashooldus,0,0,17,16,6,0,0,0,0
S,MV,MVSF,KKSP.04.059,Sportliku eriala praktika,0,0,24,18,14,5,8,0,2
S,MV,MVSF,KKSP.04.060,Sportlik eriala,0,0,10,14,8,5,3,0,0
S,MV,MVSF,KKSP.04.064,Kehalise kasvatuse algõpetus,0,0,7,24,16,0,0,2,1
S,MV,MVSF,KKSP.04.071,Sportliku eriala õpetamise metoodika,0,0,10,8,9,2,1,0,0
S,MV,MVSF,KKSP.05.037,Fitness aeroobika kursus,8,0,0,0,0,0,0,0,0
S,MV,MVSF,KKSP.05.038,Spordiõpetus. Kergejõustik,12,0,0,0,0,0,0,0,0
S,MV,MVSF,KKSP.05.041,Kehaliste võimete arendamine,48,1,0,0,0,0,0,0,0
S,MV,MVSF,KKSP.05.043,Terviseklubi ja personaaltreenerikursus,12,0,0,0,0,0,0,0,0
S,MV,MVSF,KKSP.05.255,Raskejõustiku algõpetus,0,0,5,8,10,16,9,0,0
S,MV,MVSF,KKSP.05.265,Suusatamise algõpetus,0,0,5,23,20,3,0,0,0
S,MV,MVSF,KKSP.05.270,Võimlemise algõpetus II,0,0,0,14,20,4,0,2,0
S,MV,MVSF,MVSF.00.005,Võimlemise algõpetus,33,9,0,0,0,0,0,0,0
S,MV,MVSF,MVSF.00.006,Uurimistöö,15,0,0,0,0,0,0,0,2
S,MV,MVSF,MVSF.00.007,Praktiline orienteerumine,12,1,0,0,0,0,0,0,4
S,MV,MVST,ARST.01.047,Stomatoloogia propedeutika (õpetus hambaravimaterjalidest),0,0,16,11,0,0,0,0,0
S,MV,MVST,ARST.01.058,Ortognaatiline kirurgia,10,1,0,0,0,0,0,0,0
S,MV,MVST,ARST.01.063,Ortodontia,25,0,0,0,0,0,0,0,0
S,MV,MVST,ARST.01.069,Suu- ja näolõualuukirurgia I,26,0,0,0,0,0,0,0,0
S,MV,MVST,ARST.01.070,Suu- ja näolõualuukirurgia II,0,0,15,3,6,1,0,0,1
S,MV,MVST,ARST.01.071,Suu- ja näolõualuukirurgia III,33,0,0,0,0,0,0,0,0
S,MV,MVST,ARST.01.073,Ortopeediline stomatoloogia II,25,0,0,0,0,0,0,0,0
S,MV,MVST,ARST.01.074,Ortopeediline stomatoloogia III,33,0,0,0,0,0,0,0,0
S,MV,MVST,ARST.01.077,Suu- ja hambahaigused III,33,0,0,0,0,0,0,0,0
S,MV,MVST,ARST.01.096,Suu- ja hambahaigused II,25,0,0,0,0,0,0,0,0
S,MV,MVST,ARST.01.099,Gerodontoloogia,33,0,0,0,0,0,0,0,0
S,MV,MVST,ARST.01.100,Suu- ja hambahaiguste ennetus,26,0,0,0,0,0,0,0,0
S,MV,MVST,ARST.01.101,Lastestomatoloogia,0,0,6,10,10,7,0,0,0
S,MV,MVST,ARST.01.102,Lastestomatoloogia praktika,30,0,0,0,0,0,0,0,0
S,MV,MVST,ARST.01.105,Sissejuhatus kliinilisse hambaravisse,33,0,0,0,0,0,0,0,0
S,MV,MVST,ARST.01.107,Infotehnoloogia,6,0,0,0,0,0,0,0,0
S,MV,MVST,ARST.01.108,Professionaalne areng I,32,0,0,0,0,0,0,0,0
S,MV,MVST,ARST.01.109,Professionaalne areng II,27,0,0,0,0,0,0,0,0
S,MV,MVST,ARST.01.110,Teadusprojekt,33,0,0,0,0,0,0,0,0
S,MV,MVST,ARST.01.111,Suu- ja hambahaigused I,26,0,0,0,0,0,0,0,0
S,MV,MVST,ARST.01.112,Ortopeediline stomatoloogia I,26,0,0,0,0,0,0,0,0
S,MV,MVST,ARST.01.113,Suu- ja hambahaiguste propedeutika I,0,0,4,17,4,0,1,0,0
S,MV,MVST,ARST.01.116,Terved hambad kõigile,77,8,0,0,0,0,0,0,0
S,MV,MVST,ARST.01.123,Ergonoomika,32,0,0,0,0,0,0,0,0
S,MV,MVST,ARST.01.124,Suutervis,32,0,0,0,0,0,0,0,0
S,MV,MVST,ARST.01.125,Professionaalne areng III,29,0,0,0,0,0,0,0,0
S,MV,MVST,ARST.01.129,Suu- ja hambahaiguste propedeutika I,27,0,0,0,0,0,0,0,0
S,MV,MVST,ARST.01.131,Näo- ja lõualuude piirkonna funktsioonianomaaliad - meeskonnatöö,41,4,0,0,0,0,0,0,0
S,MV,MVST,MVST.00.004,Suuõõne anatoomia ja füsioloogia,7,1,0,0,0,0,0,0,0
S,MV,MVST,MVST.00.005,Õpetan suutervist hoidma,6,0,0,0,0,0,0,0,0
S,SV,SVHI,HTEP.01.038,Viipekeele teoreetilised alused,43,0,0,0,0,0,0,0,2
S,SV,SVHI,HTEP.01.044,Jõukohase õppe alused,0,0,20,6,12,11,3,1,2
S,SV,SVHI,HTEP.01.048,Matemaatika õpe erivajadustega lastele II,0,0,3,9,8,7,3,0,0
S,SV,SVHI,HTEP.01.057,Eripedagoogika alused,0,0,6,10,4,1,1,0,0
S,SV,SVHI,HTEP.01.149,Pedagoogilis-psühholoogiline nõustamine,0,0,28,7,0,0,0,0,0
S,SV,SVHI,HTEP.02.084,Eesti keele õpe erivajadustega lastele I,0,0,5,15,7,4,3,1,2
S,SV,SVHI,HTEP.02.085,Eesti keele õpe erivajadustega lastele II,0,0,13,19,9,6,5,0,1
S,SV,SVHI,HTEP.02.109,Alushariduse praktika sobitus- või erirühma lastega,0,0,2,5,12,8,0,0,1
S,SV,SVHI,HTHT.00.100,Õpetaja enesearengu toetamise võimalused,25,0,0,0,0,0,0,0,1
S,SV,SVHI,HTHT.00.139,Teadustöö,7,0,0,0,0,0,0,0,0
S,SV,SVHI,HTHT.00.152,Suhtlemispsühholoogia baaskursus õpetajale,0,0,20,10,9,6,0,0,1
S,SV,SVHI,HTHT.01.010,Arvutikasutus kutseõppes,20,1,0,0,0,0,0,0,0
S,SV,SVHI,HTHT.01.012,Kutseõppe didaktika II,41,0,0,0,0,0,0,0,0
S,SV,SVHI,HTHT.01.029,Võrdlev hariduskorraldus I,6,0,0,0,0,0,0,0,0
S,SV,SVHI,HTHT.01.032,Läbirääkimisoskused,28,1,0,0,0,0,0,0,1
S,SV,SVHI,HTHT.02.001,Erialane inglise keel (B1 keeletase),13,0,0,0,0,0,0,0,0
S,SV,SVHI,HTHT.02.002,Erialane inglise keel õpetajatele (B2 keeletase),10,0,0,0,0,0,0,0,0
S,SV,SVHI,HTHT.02.004,Inglise keele praktiline grammatika I ja II kooliastme õpetajale (I),15,4,0,0,0,0,0,0,0
S,SV,SVHI,HTHT.02.006,Praktiline inglise keel I,14,3,0,0,0,0,0,0,0
S,SV,SVHI,HTHT.02.008,Matemaatika ja matemaatika didaktika,0,0,19,18,10,2,0,0,0
S,SV,SVHI,HTHT.02.012,Eritehnikad kunstiõpetuses,25,0,15,6,2,1,0,0,0
S,SV,SVHI,HTHT.02.013,"Värvi-, kompositsiooni- ja perspektiiviõpetus",15,1,0,0,0,0,0,0,0
S,SV,SVHI,HTHT.02.014,Käsitöö ja kodunduse alused,15,1,0,0,0,0,0,0,0
S,SV,SVHI,HTHT.02.015,"Käsitöö, kodunduse ja kunstiõpetuse didaktika",0,0,7,7,1,1,0,0,0
S,SV,SVHI,HTHT.02.022,Lõngatööde metoodika,18,0,0,0,0,0,0,0,0
S,SV,SVHI,HTHT.02.023,Toiduvalmistamise tehnoloogia,15,0,0,0,0,0,0,0,0
S,SV,SVHI,HTHT.02.042,Keeleliste osaoskuste õpetamine koolieelses eas,41,0,0,0,0,0,0,0,0
S,SV,SVHI,HTHT.02.043,Õppimine ja õpetamine I ja II kooliastmes,32,2,0,0,0,0,0,0,0
S,SV,SVHI,HTHT.02.048,Matemaatika didaktika I,0,0,3,2,0,0,0,0,0
S,SV,SVHI,HTHT.02.049,Matemaatika didaktika II,0,0,12,13,2,0,0,0,0
S,SV,SVHI,HTHT.02.055,Muukeelne laps eesti koolis,20,3,0,0,0,0,0,0,0
S,SV,SVHI,HTHT.02.056,Briti lastekirjandus keeleõppes,0,0,7,9,3,0,0,1,1
S,SV,SVHI,HTHT.07.022,Õpiraskustega laste õppimine ja õpetamine I ja II kooliastmes,0,0,2,9,5,3,0,0,0
S,SV,SVHI,HTOS.02.077,Eesti lastekirjandus,0,0,14,8,5,2,0,2,1
S,SV,SVHI,HTOS.02.194,Keskkonnaharidus,0,0,57,25,5,0,0,1,2
S,SV,SVHI,HTOS.02.204,Eesti keele algõpetuse didaktika I,33,0,2,0,0,0,0,0,1
S,SV,SVHI,HTOS.02.208,Eesti keele algõpetuse didaktika II,18,1,0,0,0,0,0,0,0
S,SV,SVHI,HTOS.02.211,Ajaloo didaktika II kooliastmes,0,0,17,4,2,0,0,0,0
S,SV,SVHI,HTOS.02.234,Kaasaegne eesti keel III,33,0,0,0,0,0,0,0,0
S,SV,SVHI,HTOS.02.235,Elu mitmekesisus I,0,0,3,41,29,3,0,0,0
S,SV,SVHI,HTOS.02.238,Geomeetria,0,0,11,8,3,3,2,2,0
S,SV,SVHI,HTOS.02.241,Kunstiõpetus esimeses kooliastmes I,0,0,23,4,1,0,0,4,0
S,SV,SVHI,HTOS.02.254,Kirjaliku väljendusoskuse arendamine,17,0,0,0,0,0,0,0,0
S,SV,SVHI,HTOS.02.258,Inglise keele didaktika esimeses ja teises kooliastmes I,21,0,0,0,0,0,0,0,0
S,SV,SVHI,HTOS.02.260,Inglise keele didaktika esimeses ja teises kooliastmes II,14,0,0,0,0,0,0,0,1
S,SV,SVHI,HTOS.02.289,Rütmika ja muusikaline liikumine II,24,0,0,0,0,0,0,0,1
S,SV,SVHI,HTOS.02.451,Aritmeetika I,0,0,9,3,6,5,4,3,0
S,SV,SVHI,HTOS.02.454,Nõustamine ja koostöö lastevanematega,42,0,0,0,0,0,0,0,0
S,SV,SVHI,HTOS.02.465,Toiduainete keemia,0,0,13,2,0,0,0,0,0
S,SV,SVHI,HTOS.02.487,Akadeemilise kirjutamise alused,103,9,0,0,0,0,0,0,0
S,SV,SVHI,HTOS.02.502,Inimeseõpetuse alused ja didaktika,19,1,0,0,0,0,0,0,0
S,SV,SVHI,HTOS.02.503,Kaasaegne eesti keel,45,1,0,0,0,0,0,0,0
S,SV,SVHI,HTPK.00.009,Magistriõppe seminar,10,0,0,0,0,0,0,0,0
S,SV,SVHI,HTPK.01.063,Pedagoogika uurimismeetodid,0,0,2,4,7,3,4,4,0
S,SV,SVHI,HTPK.02.035,Multikultuuriline haridus,20,0,0,0,0,0,0,0,0
S,SV,SVHI,HTPK.02.101,Kasvatustöö ja -probleemid,0,0,22,22,1,2,0,4,0
S,SV,SVHI,HTPK.02.102,Kasvatustöö praktika,16,0,0,0,0,0,0,0,0
S,SV,SVHI,HTPK.02.106,Murde- ja noorukiea psühholoogia ja pedagoogika,0,0,30,18,7,3,0,9,1
S,SV,SVHI,HTPK.02.107,Õpilaste sotsiaalsete oskuste arendamine,0,0,27,14,3,1,0,4,1
S,SV,SVHI,HTPK.02.120,Hariduslik nõustamine ja konsulteerimine,32,0,0,0,0,0,0,0,0
S,SV,SVHI,SHHI.01.027,Õppe kavandamine,282,5,0,0,0,0,0,0,8
S,SV,SVHI,SHHI.01.028,Õpetamine ja refleksioon,0,0,110,56,28,9,4,6,5
S,SV,SVHI,SHHI.01.029,Õpetaja identiteet ja juhtimine,0,0,150,132,22,2,0,15,1
S,SV,SVHI,SHHI.01.031,Pidev pedagoogiline praktika,372,13,0,0,0,0,0,0,18
S,SV,SVHI,SHHI.01.032,Pedagoogiline praktikum,109,0,0,0,0,0,0,0,2
S,SV,SVHI,SHHI.01.033,Doktoriseminarid,19,0,0,0,0,0,0,0,0
S,SV,SVHI,SHHI.01.037,Sotsiaalainete õpetaja pidev praktika,8,0,0,0,0,0,0,0,0
S,SV,SVHI,SHHI.01.046,Kutseõpetajate pidev pedagoogiline praktika,16,0,0,0,0,0,0,0,0
S,SV,SVHI,SHHI.01.053,Kasvatuskultuurid ja -filosoofia,39,1,0,0,0,0,0,0,0
S,SV,SVHI,SHHI.01.057,Arengupsühholoogia: koolieelne- ja kooliiga,0,0,8,28,18,6,7,5,0
S,SV,SVHI,SHHI.01.058,Kasvatustöö ja abiõpetaja praktika,24,0,0,0,0,0,0,0,0
S,SV,SVHI,SHHI.01.068,Pedagoogiline praktikum I,13,0,0,0,0,0,0,0,2
S,SV,SVHI,SHHI.01.077,Kiirlugemine,25,0,0,0,0,0,0,0,2
S,SV,SVHI,SHHI.02.001,Õpetaja kõnehääle arendamine ja häälehoid,28,0,0,0,0,0,0,0,4
S,SV,SVHI,SHHI.02.007,Briti maiskonnalugu põhikoolis,20,0,0,0,0,0,0,0,1
S,SV,SVHI,SHHI.02.008,Inglise keele praktiline grammatika I ja II kooliastme õpetajale (II),15,2,0,0,0,0,0,0,0
S,SV,SVHI,SHHI.02.009,Käsitöö ja kodunduse didaktika,16,1,0,0,0,0,0,0,0
S,SV,SVHI,SHHI.02.014,Tervis ja heaolu koolieelses lasteasutuses,0,0,36,7,2,0,0,0,0
S,SV,SVHI,SHHI.02.018,Lõimitud aine- ja keeleõpe,13,0,0,0,0,0,0,0,0
S,SV,SVHI,SHHI.02.023,Matemaatikaprogrammide kasutamine I-II kooliastmes,0,0,15,4,4,0,2,5,0
S,SV,SVHI,SHHI.02.025,Lastekirjandus,0,0,10,21,7,3,2,2,0
S,SV,SVHI,SHHI.02.027,Kunstitegevuste õpetamine koolieelses eas,42,4,0,0,0,0,0,0,0
S,SV,SVHI,SHHI.02.031,Koolieelne didaktika,41,1,0,0,0,0,0,0,0
S,SV,SVHI,SHHI.02.032,Koolieelse lasteasutuse õpetaja pidev praktika,49,0,0,0,0,0,0,0,0
S,SV,SVHI,SHHI.02.033,Mäng koolieelses eas,0,0,28,6,2,0,0,1,0
S,SV,SVHI,SHHI.02.035,Koolieelse lasteasutuse õpetaja põhipraktika,49,0,0,0,0,0,0,0,0
S,SV,SVHI,SHHI.02.045,Pidev pedagoogiline praktika klassiõpetajatele,61,0,0,0,0,0,0,0,0
S,SV,SVHI,SHHI.02.047,Klassiõpetaja põhipraktika I,0,0,14,4,1,0,0,0,0
S,SV,SVHI,SHHI.02.049,Klassiõpetaja põhipraktika III,0,0,16,2,2,0,0,0,0
S,SV,SVHI,SHHI.02.050,Lisaeriala põhipraktika,0,0,15,2,2,0,0,0,0
S,SV,SVHI,SHHI.02.053,Kaasaegne eesti keel I,0,0,3,5,7,5,6,3,3
S,SV,SVHI,SHHI.02.054,Tekstiõpetus I ja II kooliastmes,25,0,0,0,0,0,0,0,1
S,SV,SVHI,SHHI.02.055,Erialane inglise keel (C1 keeletase),5,1,0,0,0,0,0,0,0
S,SV,SVHI,SHHI.02.056,Juhendaja seminar I,17,1,0,0,0,0,0,0,0
S,SV,SVHI,SHHI.03.001,Aktiivsus- ja tähelepanuhäirega õpilane,0,0,7,3,17,7,5,0,1
S,SV,SVHI,SHHI.03.004,Erivajadustega laste arengu toetamine enne kooliiga,42,2,0,0,0,0,0,0,0
S,SV,SVHI,SHHI.03.009,Õpiraskuste psühholoogia,0,0,25,25,5,3,1,0,2
S,SV,SVHI,SHHI.03.012,Andekuse psühholoogia ja pedagoogika küsimusi,41,0,0,0,0,0,0,0,0
S,SV,SVHI,SHHI.03.017,Häälepuuded lastel ja täiskasvanutel,0,0,1,7,15,5,2,0,1
S,SV,SVHI,SHHI.03.021,Afaasia,0,0,5,2,7,1,0,0,0
S,SV,SVHI,SHHI.03.022,Häälikuseade vaatluspraktikum,28,1,0,0,0,0,0,0,0
S,SV,SVHI,SHHI.03.024,Hääle- ja resonantsipuuete praktikum,29,1,0,0,0,0,0,0,1
S,SV,SVHI,SHHI.03.028,Neelamise füsioloogia ja teraapia,0,0,2,8,5,0,0,0,0
S,SV,SVHI,SHHI.03.029,Kõnet asendavad ja toetavad kommunikatsioonimeetodid,50,0,0,0,0,0,0,0,1
S,SV,SVHI,SHHI.03.030,Erivajadustega laste õpetamine lasteaias,0,0,0,11,14,19,12,1,0
S,SV,SVHI,SHHI.03.031,Lapse arengu eripedagoogiline hindamine,55,5,0,0,0,0,0,0,0
S,SV,SVHI,SHHI.03.035,Õppevara kohandamine ja koostamine,0,0,17,8,0,0,0,0,0
S,SV,SVHI,SHHI.03.037,Loodus- ja ühiskonnaainete õpe erivajadustega lastele,0,0,11,15,4,0,0,0,0
S,SV,SVHI,SHHI.03.042,Pidev pedagoogiline praktika eripedagoogidele,77,3,0,0,0,0,0,0,0
S,SV,SVHI,SHHI.03.043,Vaatluspraktika,51,2,0,0,0,0,0,0,0
S,SV,SVHI,SHHI.03.044,Düslaalia ja rinolaalia,0,0,6,15,6,1,2,0,1
S,SV,SVHI,SHHI.03.048,"Laste ja noorukite emotsionaalsed, sotsiaalsed ja käitumisraskused",0,0,4,15,15,4,1,0,2
S,SV,SVHI,SHHI.03.052,Magistritöö,27,0,3,5,9,1,0,0,0
S,SV,SVHI,SHHI.03.053,Haridustehnoloogia eripedagoogikas,0,0,12,9,0,0,0,0,2
S,SV,SVHI,SHHI.03.054,Kakskeelne laps - erivajadustega laps?,28,1,0,0,0,0,0,0,0
S,SV,SVHI,SHHI.03.056,Õppimise neurokognitiivsed aspektid,0,0,15,18,10,9,0,0,1
S,SV,SVHI,SVHI.00.002,Erialane inglise keel koolieelse lasteasutuse õpetajale (B1),42,3,0,0,0,0,0,0,0
S,SV,SVHI,SVHI.00.003,Erialane inglise keel koolieelse lasteasutuse õpetajale (B2),36,0,0,0,0,0,0,0,0
