SEMESTER,AINE_VK,AINE_INST,AINEKOOD,AINE,vaartus_0,vaartus_1,vaartus_2,vaartus_3,vaartus_4,toomaht_0,toomaht_1,toomaht_2,toomaht_3,hinne_A,hinne_B,hinne_C,hinne_D,hinne_E,hinne_F,arvestatud,mittearvestatud,mitteilmunud
S,MV,MVFA,ARFA.02.081,Radiofarmatseutilised preparaadid,,,,,8,,1,7,,,,,,,,8,,
S,MV,MVFA,ARFA.02.108,Bioeetika,,1,,5,7,,,12,1,,,,,,,13,,
S,MV,MVFA,ARFA.02.112,Farmatseutiline keemia II,,,,3,9,,1,11,,,1,4,4,3,,,,
S,MV,MVFA,ARFA.02.113,Farmatseutiline tehnoloogia,,,,15,11,,2,24,,1,5,8,6,6,,,,
S,MV,MVFA,ARFA.02.122,Füüsikaline farmaatsia,,,1,3,6,,2,8,,3,3,2,,2,,,,
S,MV,MVFA,MVFA.00.019,Ravimitest maakeeli,,,2,18,39,,2,52,5,,,,,,,58,1,
S,MV,MVMV,AR00.00.057,Sissejuhatus erialaõpingutesse,1,60,46,16,6,10,13,95,11,,,,,,,129,,
S,MV,MVMV,AR00.00.088,Sõja- ja katastroofimeditsiin,,,,5,34,,2,36,1,,,,,,,38,1,
S,MV,MVMV,ARAR.00.012,Teadustöö kliinilises meditsiinis,1,,,1,4,1,,4,1,,,,,,,6,,
S,MV,MVMV,MVBS.00.002,Laborimeditsiin,,,1,1,9,,3,8,,6,3,1,1,,,,,
S,MV,MVPT,AROT.00.028,Personalijuhtimise alused õendusjuhtidele,,,,2,9,,,11,,3,4,4,,,,,,
S,MV,MVPT,AROT.00.032,Hariduskorraldus ja -õigus õendusõppejõududele,,,1,6,3,,,10,,,,,,,,10,,
S,MV,MVPT,AROT.00.040,"Teadmised, teave ja teabe arendamine õendusteaduses",,,,4,10,,6,8,,,8,6,,,,,,
S,MV,MVPT,AROT.00.055,Esmaabi,,,,2,15,,,15,2,,,,,,,17,,
S,MV,MVPT,AROT.01.013,Arendusprojektide planeerimine ja koostamine õenduses,,,,4,6,,3,7,,,,,,,,10,,
S,MV,MVPT,ARPO.01.031,Perearstiteadus,,2,3,13,10,2,2,24,,8,7,8,4,1,,,,
S,MV,MVPT,ARPO.01.042,Patsiendikeskne suhtlemine,,9,16,34,39,1,9,82,6,,,,,,,97,1,
S,MV,MVPT,ARTH.01.045,Keskkonna- ja töötervishoid,,5,15,62,35,,13,100,4,81,34,2,,,,,,
S,MV,MVPT,ARTH.02.055,Meditsiiniteooria ja -eetika,,,,7,9,,,16,,11,1,4,,,,,,
S,MV,MVPT,ARTH.02.057,Rahvatervishoiu alused,,,,1,5,,1,5,,,1,4,1,,,,,
S,MV,MVPT,ARTH.02.063,Bioeetika,,,,7,9,,1,15,,9,5,2,,,,,,
S,MV,MVPT,ARTH.02.067,Eetilised aspektid terviseteadustes,,,,,5,,,5,,5,,,,,,,,
S,MV,MVPT,ARTH.02.069,Teadustöö alused,,,,2,5,,,7,,2,4,1,,,,,,
S,MV,MVPT,ARTH.02.079,Tervishoiu organisatsioon ja seadusandlus,,,,,8,,5,3,,5,2,1,,,,,,
S,MV,MVPT,ARTH.02.081,Tervishoiukorraldus ja tervishoiuökonoomika,,3,8,10,6,,6,20,1,,,,,,,27,,
S,MV,MVPT,ARTH.03.006,Epidemioloogia ja biostatistika,,4,24,47,63,,7,126,5,44,65,26,3,,,,,
S,MV,MVPT,ARTH.03.014,Epidemioloogia,,,1,1,12,,1,12,1,1,10,2,1,,,,,
S,MV,MVPT,ARTH.03.021,Biostatistika I,,,,3,12,,1,14,,,,,,,,15,,
S,MV,MVPT,ARTH.03.040,Epidemioloogia ja biostatistika,,3,11,8,1,,2,19,2,,,,,,,23,,
S,MV,MVPT,ARTH.03.041,Epidemioloogia ja uurimismeetodid terviseteadustes,,1,,,6,,,6,1,4,2,1,,,,,,
S,MV,MVPT,ARTH.03.042,Tõenduspõhisus rahvatervise valdkonnas ning terviseteenuste hindamine,,,,2,8,,5,5,,1,2,3,4,,,,,
S,MV,MVPT,ARTH.03.044,Mittenakkushaiguste epidemioloogia,,,,,11,,,10,1,4,1,4,2,,,,,
S,MV,MVPT,ARTH.03.045,Statistiline modelleerimine,,,,1,10,,1,10,,,,,,,,11,,
S,MV,MVPT,ARTH.04.038,Tervisedenduse alused,,,,1,4,,1,4,,3,2,,,,,,,
S,MV,MVPT,ARTH.04.040,Tervisemõjurid,,,,,8,,,8,,3,3,2,,,,,,
S,MV,MVPT,ARTH.04.045,Tervise edendamine,,8,25,46,24,,13,81,9,37,53,13,,,,,,
S,MV,MVPT,ARTH.05.008,Tervishoiuökonoomika ja tervishoiukorraldus,,,1,9,6,,2,14,,,,,,,,16,,
S,MV,MVPT,ARTH.05.012,Tervishoiuökonoomika,,,1,1,11,,4,9,,,,,,,,13,,
S,MV,MVPT,MVPT.01.001,Enamlevinud haigused,,,,4,5,,,9,,,,,,,,9,,
S,MV,MVPT,MVPT.01.002,Praktiliste oskuste omandamine meditsiinis - tudengilt tudengile kursus 1,,,,,8,,,7,1,,,,,,,8,,
S,MV,MVPT,MVPT.01.004,Patsiendikeskne suhtlemine,1,2,1,3,5,,2,10,,,,,,,,12,,
S,MV,MVPT,MVPT.02.005,Õendusteaduse filosoofilised aspektid,,,,5,10,,3,12,,,,,,,,15,,
S,MV,MVPT,MVPT.02.011,Patsiendikesksus ja kliiniline tervisedendus,,1,,4,5,,,10,,,,,,,,10,,
S,MV,MVPT,MVPT.02.013,Pedagoogika ja sotsiaalpedagoogika õenduses,,,,3,11,,2,12,,7,6,1,,,,,,
S,MV,MVPT,MVPT.04.002,Meditsiiniõigus,,,,3,28,,,29,2,,,,,,,30,,
S,MV,MVSF,KKSB.01.001,Funktsionaalne morfoloogia,,1,,20,37,,,55,3,20,17,5,7,8,,,,1
S,MV,MVSF,KKSB.01.033,Treeningu ja koormuse juhtimine,,1,3,8,10,,,14,8,,,,,,,22,,
S,MV,MVSF,KKSB.01.034,Tervislik liikumisharrastus,1,,,11,24,2,1,32,1,,,,,,,35,1,
S,MV,MVSF,KKSB.01.036,Tervislik liikumisharrastus,,,,1,5,,,5,1,,,,,,,5,1,
S,MV,MVSF,KKSB.02.011,Teadustöö metoodika. Üldkursus magistriõppele,,,2,8,5,,3,12,,2,4,8,1,,,,,
S,MV,MVSF,KKSB.02.034,Spordibiokeemia,,,6,16,34,,22,32,2,3,12,11,12,16,2,,,
S,MV,MVSF,KKSB.02.042,Spordifüsioloogia,,1,,5,18,,1,23,,5,8,7,2,1,,,,
S,MV,MVSF,KKSB.02.049,"Toitumine, kehaline aktiivsus ja tervis",,,1,4,11,,,13,3,,,,,,,16,,
S,MV,MVSF,KKSB.03.013,Motoorika juhtimine,,,1,3,11,,5,10,,8,5,2,,,,,,
S,MV,MVSF,KKSB.03.020,Kinesioloogia,1,2,8,20,11,1,4,36,1,3,5,8,7,17,,,,
S,MV,MVSF,KKSB.03.028,Biomeetria ja biostatistika,,1,5,14,5,,2,22,1,4,6,4,5,5,,,,
S,MV,MVSF,KKSB.05.027,Terapeutiline harjutus,,,,,13,,,13,,9,4,,,,,,,
S,MV,MVSF,KKSB.05.032,Füsioteraapia neuroloogias,,,1,2,16,,1,18,,7,10,2,,,,,,
S,MV,MVSF,KKSB.05.033,Laste füsioteraapia I,,,,2,23,,1,23,1,17,5,3,,,,,,
S,MV,MVSF,KKSB.05.039,Täiskasvanute füsioteraapia,,,2,3,1,,,6,,6,,,,,,,,
S,MV,MVSF,KKSB.05.074,Füüsikaline ravi,,,2,4,15,,,21,,15,5,1,,,,,,
S,MV,MVSF,KKSB.05.076,Teraapiaprotsessi juhendamine,,,,3,9,,,12,,,,,,,,12,,
S,MV,MVSF,KKSB.05.078,Rehabilitatsiooni alused,,,1,9,16,,,21,5,13,10,1,2,,,,,
S,MV,MVSF,KKSB.05.080,Ettevõtluse ja juhtimise alused terviseteenuste valdkonnas,1,,1,10,8,,,13,7,,,,,,,19,,1
S,MV,MVSF,KKSB.05.082,Spordifüsioteraapia alused,,,,1,20,,,20,1,16,3,1,,,,,,
S,MV,MVSF,KKSB.05.083,Terapeutiline harjutus II (rühmatund),,,,2,5,,,7,,,,,,,,7,,
S,MV,MVSF,KKSB.05.087,Inimese põhiliikumise funktsionaalne analüüs,,1,,2,7,,,7,3,5,2,3,,,,,,
S,MV,MVSF,KKSB.05.088,Liikumisretsept,,,,3,13,,,15,1,,,,,,,16,,
S,MV,MVSF,KKSB.05.089,Uurimistöö füsioteraapia erialal,,,,,6,,,6,,,,,,,,6,,
S,MV,MVSF,KKSP.01.058,Rahva- ja tervisesport,1,,,8,11,1,1,18,,6,6,5,1,2,,,,
S,MV,MVSF,KKSP.01.059,Spordipedagoogika alused,,,,5,15,,,18,2,8,3,5,2,2,,,,
S,MV,MVSF,KKSP.02.001,Kehalise kasvatuse ja spordi alused,,,1,5,10,,,15,1,9,5,1,,,,,,1
S,MV,MVSF,KKSP.02.014,Kehaline kasvatus,,,,3,12,,,14,1,7,5,3,,,,,,
S,MV,MVSF,KKSP.02.021,Spordipedagoogika,,,1,6,5,,,12,,5,5,1,1,,,,,
S,MV,MVSF,KKSP.02.028,Tervisekasvatuse alused,,,1,6,24,,1,30,,,,,,,,31,,
S,MV,MVSF,KKSP.02.029,Tervisekasvatus II,2,,,,24,2,2,22,,,,,,,,22,,
S,MV,MVSF,KKSP.02.035,Liikumisõpetus koolieelses eas,,,,2,14,,4,11,1,,,,,,,15,,1
S,MV,MVSF,KKSP.02.038,Spordipedagoogiline seminar,,,,3,5,,,7,1,6,2,,,,,,,
S,MV,MVSF,KKSP.03.026,Spordijuhtimise alused,,,,10,9,,,18,1,1,5,13,,,,,,
S,MV,MVSF,KKSP.03.030,Spordisotsioloogia,,,,5,19,,,24,,5,12,4,,3,,,,
S,MV,MVSF,KKSP.03.037,Spordijuhtimise praktika,,,,3,3,,,6,,,,,,,,4,,
S,MV,MVSF,KKSP.03.041,Psühholoogiline hindamine ja sekkumine spordis,,,,,5,,2,3,,,,,,,,5,,
S,MV,MVSF,KKSP.03.047,Sissejuhatus spordi- ja liikumispsühholoogiasse,2,3,2,16,22,1,20,24,,22,17,4,,1,,,,1
S,MV,MVSF,KKSP.04.013,Treeninguõpetuse alused,2,,,7,15,1,,22,1,4,6,6,5,3,,,,
S,MV,MVSF,KKSP.04.043,Treeninguõpetus,,,4,,3,,,7,,1,1,3,2,,,,,
S,MV,MVSF,KKSP.04.044,Sportliku treeningu seminar,,,1,1,5,,,7,,,,,,,,5,,1
S,MV,MVSF,KKSP.04.045,Treeningu monitooring,,,6,5,7,1,1,16,,5,6,7,,,,,,
S,MV,MVSF,KKSP.04.046,Sportlase lihashooldus,,,2,8,22,,2,27,3,14,13,5,,,,,,
S,MV,MVSF,KKSP.04.060,Sportlik eriala,,,,2,11,,1,12,,2,6,4,1,,,,,
S,MV,MVSF,KKSP.04.064,Kehalise kasvatuse algõpetus,,,,5,23,,1,27,,6,11,11,,,,,,
S,MV,MVSF,KKSP.04.071,Sportliku eriala õpetamise metoodika,,,1,2,8,,2,8,1,3,3,3,1,1,,,,
S,MV,MVSF,KKSP.05.037,Fitness aeroobika kursus,,,,1,5,,,5,1,,,,,,,6,,
S,MV,MVSF,KKSP.05.038,Spordiõpetus. Kergejõustik,,,,3,6,,,7,2,,,,,,,9,,
S,MV,MVSF,KKSP.05.041,Kehaliste võimete arendamine,,,2,3,18,,,21,2,,,,,,,23,,
S,MV,MVSF,KKSP.05.043,Terviseklubi ja personaaltreenerikursus,,,,2,8,,,9,1,,,,,,,10,,
S,MV,MVSF,KKSP.05.255,Raskejõustiku algõpetus,,,2,2,35,,,39,,4,7,9,11,8,,,,
S,MV,MVSF,KKSP.05.265,Suusatamise algõpetus,,,,5,6,,,10,1,1,6,4,,,,,,
S,MV,MVSF,KKSP.05.270,Võimlemise algõpetus II,,,,7,22,1,4,24,,,12,12,3,,1,,,1
S,MV,MVSF,MVSF.00.005,Võimlemise algõpetus,,1,,1,22,,2,22,,,,,,,,22,2,
S,MV,MVSF,MVSF.00.007,Praktiline orienteerumine,2,1,,1,6,2,,7,1,,,,,,,9,,1
S,MV,MVST,ARST.01.047,Stomatoloogia propedeutika (õpetus hambaravimaterjalidest),,1,6,5,2,,,14,,7,7,,,,,,,
S,MV,MVST,ARST.01.063,Ortodontia,,,,3,9,,,12,,,,,,,,12,,
S,MV,MVST,ARST.01.069,Suu- ja näolõualuukirurgia I,,,,1,11,,,11,1,,,,,,,12,,
S,MV,MVST,ARST.01.070,Suu- ja näolõualuukirurgia II,,,,1,10,,,10,1,5,3,3,,,,,,
S,MV,MVST,ARST.01.071,Suu- ja näolõualuukirurgia III,,,,,6,,,6,,,,,,,,6,,
S,MV,MVST,ARST.01.073,Ortopeediline stomatoloogia II,,,,1,7,,1,7,,,,,,,,8,,
S,MV,MVST,ARST.01.074,Ortopeediline stomatoloogia III,,,,1,7,,,6,2,,,,,,,8,,
S,MV,MVST,ARST.01.077,Suu- ja hambahaigused III,,,,,5,,,5,,,,,,,,5,,
S,MV,MVST,ARST.01.099,Gerodontoloogia,,,2,6,9,,3,14,,,,,,,,17,,
S,MV,MVST,ARST.01.100,Suu- ja hambahaiguste ennetus,,1,4,2,3,1,3,6,,,,,,,,10,,
S,MV,MVST,ARST.01.101,Lastestomatoloogia,,1,,2,9,,1,8,3,1,3,4,4,,,,,
S,MV,MVST,ARST.01.105,Sissejuhatus kliinilisse hambaravisse,,,,,6,,,4,2,,,,,,,6,,
S,MV,MVST,ARST.01.108,Professionaalne areng I,,,1,3,5,,,8,1,,,,,,,9,,
S,MV,MVST,ARST.01.109,Professionaalne areng II,,3,,4,3,,,10,,,,,,,,10,,
S,MV,MVST,ARST.01.111,Suu- ja hambahaigused I,,,,1,6,,,7,,,,,,,,7,,
S,MV,MVST,ARST.01.112,Ortopeediline stomatoloogia I,,,,1,14,,,15,,,,,,,,15,,
S,MV,MVST,ARST.01.113,Suu- ja hambahaiguste propedeutika I,,,,1,13,,1,13,,1,8,4,,1,,,,
S,MV,MVST,ARST.01.116,Terved hambad kõigile,,1,2,9,24,1,1,30,4,,,,,,,36,,
S,MV,MVST,ARST.01.123,Ergonoomika,,,,5,16,,,15,6,,,,,,,21,,
S,MV,MVST,ARST.01.124,Suutervis,,,,,11,,,8,3,,,,,,,11,,
S,MV,MVST,ARST.01.125,Professionaalne areng III,,,1,4,8,,,12,1,,,,,,,13,,
S,MV,MVST,ARST.01.129,Suu- ja hambahaiguste propedeutika I,,,1,1,12,,3,11,,,,,,,,14,,
S,MV,MVST,ARST.01.131,Näo- ja lõualuude piirkonna funktsioonianomaaliad - meeskonnatöö,,,,3,10,,,13,,,,,,,,12,1,
S,MV,,AR00.00.100,Teadustöö üliõpilastele,1,26,42,27,9,6,3,76,20,105,,,,,,,,
S,SV,SVHI,HTEP.01.038,Viipekeele teoreetilised alused,,,2,6,16,,,23,1,,,,,,,24,,
S,SV,SVHI,HTEP.01.044,Jõukohase õppe alused,,,,10,24,,,33,1,14,4,7,7,2,,,,
S,SV,SVHI,HTEP.01.048,Matemaatika õpe erivajadustega lastele II,,,,2,14,,,16,,1,3,6,4,2,,,,
S,SV,SVHI,HTEP.01.057,Eripedagoogika alused,,1,2,7,8,,3,15,,5,8,3,1,1,,,,
S,SV,SVHI,HTEP.01.149,Pedagoogilis-psühholoogiline nõustamine,,,,6,24,,,30,,26,4,,,,,,,
S,SV,SVHI,HTEP.02.084,Eesti keele õpe erivajadustega lastele I,1,1,1,1,22,,12,14,,4,11,5,2,2,1,,,1
S,SV,SVHI,HTEP.02.085,Eesti keele õpe erivajadustega lastele II,,,,1,24,,3,22,,8,10,3,3,1,,,,
S,SV,SVHI,HTHT.00.100,Õpetaja enesearengu toetamise võimalused,,,,4,3,,,7,,,,,,,,7,,
S,SV,SVHI,HTHT.01.010,Arvutikasutus kutseõppes,,,1,5,9,,,14,1,,,,,,,15,,
S,SV,SVHI,HTHT.01.012,Kutseõppe didaktika II,,,,6,10,,,16,,,,,,,,16,,
S,SV,SVHI,HTHT.01.032,Läbirääkimisoskused,,,,2,17,,,19,,,,,,,,19,,
S,SV,SVHI,HTHT.02.004,Inglise keele praktiline grammatika I ja II kooliastme õpetajale (I),,1,,3,3,,1,6,,,,,,,,7,,
S,SV,SVHI,HTHT.02.008,Matemaatika ja matemaatika didaktika,,2,10,14,16,,9,30,3,18,15,7,2,,,,,
S,SV,SVHI,HTHT.02.012,Eritehnikad kunstiõpetuses,,,,4,30,1,1,32,,10,5,2,,,,17,,
S,SV,SVHI,HTHT.02.013,"Värvi-, kompositsiooni- ja perspektiiviõpetus",,,,2,7,,1,8,,,,,,,,9,,
S,SV,SVHI,HTHT.02.014,Käsitöö ja kodunduse alused,,,,4,3,,,7,,,,,,,,7,,
S,SV,SVHI,HTHT.02.015,"Käsitöö, kodunduse ja kunstiõpetuse didaktika",,1,,,4,,,4,1,2,3,,,,,,,
S,SV,SVHI,HTHT.02.022,Lõngatööde metoodika,,,,,10,,2,8,,,,,,,,10,,
S,SV,SVHI,HTHT.02.042,Keeleliste osaoskuste õpetamine koolieelses eas,,,,1,15,,,16,,,,,,,,16,,
S,SV,SVHI,HTHT.02.049,Matemaatika didaktika II,,,2,2,4,,,7,1,1,6,1,,,,,,
S,SV,SVHI,HTHT.02.055,Muukeelne laps eesti koolis,,,,,16,,,15,1,,,,,,,15,1,
S,SV,SVHI,HTHT.02.056,Briti lastekirjandus keeleõppes,,,,6,4,,,10,,3,5,2,,,,,,
S,SV,SVHI,HTHT.07.022,Õpiraskustega laste õppimine ja õpetamine I ja II kooliastmes,,1,1,,3,,,5,,,3,1,1,,,,,
S,SV,SVHI,HTOS.02.077,Eesti lastekirjandus,,,,3,18,,1,20,,9,6,4,2,,,,,
S,SV,SVHI,HTOS.02.194,Keskkonnaharidus,,,,6,43,,,46,3,31,15,2,,,1,,,
S,SV,SVHI,HTOS.02.204,Eesti keele algõpetuse didaktika I,,,,,10,,,10,,,,,,,,10,,
S,SV,SVHI,HTOS.02.208,Eesti keele algõpetuse didaktika II,1,,2,1,3,,,7,,,,,,,,7,,
S,SV,SVHI,HTOS.02.211,Ajaloo didaktika II kooliastmes,,,,2,14,,,16,,12,3,1,,,,,,
S,SV,SVHI,HTOS.02.234,Kaasaegne eesti keel III,,,,1,6,,,7,,,,,,,,7,,
S,SV,SVHI,HTOS.02.235,Elu mitmekesisus I,,,1,9,24,,8,25,1,3,21,10,,,,,,
S,SV,SVHI,HTOS.02.238,Geomeetria,,,,3,2,,1,4,,1,3,,,1,,,,
S,SV,SVHI,HTOS.02.241,Kunstiõpetus esimeses kooliastmes I,,,,2,14,,1,15,,13,2,1,,,,,,
S,SV,SVHI,HTOS.02.254,Kirjaliku väljendusoskuse arendamine,,,1,1,7,,2,7,,,,,,,,9,,
S,SV,SVHI,HTOS.02.258,Inglise keele didaktika esimeses ja teises kooliastmes I,,,,,13,1,1,11,,,,,,,,13,,
S,SV,SVHI,HTOS.02.289,Rütmika ja muusikaline liikumine II,,,,4,16,,,20,,,,,,,,20,,
S,SV,SVHI,HTOS.02.451,Aritmeetika I,,,,2,7,,,9,,3,2,,3,1,,,,
S,SV,SVHI,HTOS.02.454,Nõustamine ja koostöö lastevanematega,1,,1,8,30,,3,34,3,,,,,,,40,,
S,SV,SVHI,HTOS.02.465,Toiduainete keemia,,1,,1,4,,1,5,,5,1,,,,,,,
S,SV,SVHI,HTOS.02.487,Akadeemilise kirjutamise alused,1,5,10,14,15,3,2,40,,,,,,,,42,2,
S,SV,SVHI,HTOS.02.502,Inimeseõpetuse alused ja didaktika,,,,2,12,,,14,,,,,,,,14,,
S,SV,SVHI,HTOS.02.503,Kaasaegne eesti keel,,,,2,17,,,18,1,,,,,,,19,,
S,SV,SVHI,HTPK.00.009,Magistriõppe seminar,,,,1,9,,,10,,,,,,,,10,,
S,SV,SVHI,HTPK.01.063,Pedagoogika uurimismeetodid,,,,4,6,,,10,,,2,3,2,2,1,,,
S,SV,SVHI,HTPK.02.035,Multikultuuriline haridus,,,1,3,11,,,15,,,,,,,,15,,
S,SV,SVHI,HTPK.02.101,Kasvatustöö ja -probleemid,1,,1,4,11,,3,14,,9,6,,,,2,,,
S,SV,SVHI,HTPK.02.106,Murde- ja noorukiea psühholoogia ja pedagoogika,1,,2,3,16,1,4,17,,14,5,1,,,2,,,
S,SV,SVHI,HTPK.02.107,Õpilaste sotsiaalsete oskuste arendamine,1,,,3,24,1,4,23,,18,7,1,,,2,,,
S,SV,SVHI,HTPK.02.120,Hariduslik nõustamine ja konsulteerimine,,,,2,7,,,9,,,,,,,,9,,
S,SV,SVHI,SHHI.01.027,Õppe kavandamine,2,1,2,20,184,2,18,183,6,,,,,,,206,,3
S,SV,SVHI,SHHI.01.028,Õpetamine ja refleksioon,2,5,25,61,57,2,36,111,1,77,42,18,5,3,4,,,1
S,SV,SVHI,SHHI.01.029,Õpetaja identiteet ja juhtimine,2,6,26,84,88,3,79,124,,98,90,10,2,,5,,,
S,SV,SVHI,SHHI.01.033,Doktoriseminarid,,,1,4,9,,2,12,,,,,,,,14,,
S,SV,SVHI,SHHI.01.053,Kasvatuskultuurid ja -filosoofia,,,,7,19,,,25,1,,,,,,,26,,
S,SV,SVHI,SHHI.01.057,Arengupsühholoogia: koolieelne- ja kooliiga,1,,4,24,14,,18,25,,6,18,10,3,5,1,,,
S,SV,SVHI,SHHI.01.068,Pedagoogiline praktikum I,1,1,1,1,4,1,,7,,,,,,,,7,,1
S,SV,SVHI,SHHI.01.077,Kiirlugemine,,,,1,21,,,21,1,,,,,,,22,,
S,SV,SVHI,SHHI.02.001,Õpetaja kõnehääle arendamine ja häälehoid,,,2,2,10,,,14,,,,,,,,14,,
S,SV,SVHI,SHHI.02.007,Briti maiskonnalugu põhikoolis,,,,2,6,,,8,,,,,,,,8,,
S,SV,SVHI,SHHI.02.009,Käsitöö ja kodunduse didaktika,,,,3,4,,,7,,,,,,,,6,1,
S,SV,SVHI,SHHI.02.014,Tervis ja heaolu koolieelses lasteasutuses,,,,1,36,,1,35,1,32,4,1,,,,,,
S,SV,SVHI,SHHI.02.018,Lõimitud aine- ja keeleõpe,,,,,11,,,11,,,,,,,,11,,
S,SV,SVHI,SHHI.02.023,Matemaatikaprogrammide kasutamine I-II kooliastmes,1,1,3,6,7,1,1,16,,9,4,3,,1,1,,,
S,SV,SVHI,SHHI.02.025,Lastekirjandus,,,1,2,22,,,24,1,4,13,4,3,,1,,,
S,SV,SVHI,SHHI.02.027,Kunstitegevuste õpetamine koolieelses eas,,,1,3,13,,2,15,,,,,,,,17,,
S,SV,SVHI,SHHI.02.031,Koolieelne didaktika,1,,,3,8,1,,11,,,,,,,,11,,
S,SV,SVHI,SHHI.02.033,Mäng koolieelses eas,,,,3,14,1,,15,1,11,4,2,,,,,,
S,SV,SVHI,SHHI.02.053,Kaasaegne eesti keel I,,,,5,14,,,18,1,2,3,6,3,5,,,,
S,SV,SVHI,SHHI.02.054,Tekstiõpetus I ja II kooliastmes,,,,,12,,1,11,,,,,,,,12,,
S,SV,SVHI,SHHI.02.056,Juhendaja seminar I,,,,1,14,,,15,,,,,,,,15,,
S,SV,SVHI,SHHI.03.001,Aktiivsus- ja tähelepanuhäirega õpilane,1,1,3,9,8,,2,19,1,3,2,11,3,2,,,,1
S,SV,SVHI,SHHI.03.004,Erivajadustega laste arengu toetamine enne kooliiga,2,,1,4,17,,1,23,,,,,,,,24,,
S,SV,SVHI,SHHI.03.009,Õpiraskuste psühholoogia,,1,,7,21,1,7,21,,9,15,2,1,1,,,,1
S,SV,SVHI,SHHI.03.012,Andekuse psühholoogia ja pedagoogika küsimusi,,,2,6,7,,1,14,,,,,,,,15,,
S,SV,SVHI,SHHI.03.017,Häälepuuded lastel ja täiskasvanutel,,,,3,13,,1,14,1,1,2,7,5,1,,,,
S,SV,SVHI,SHHI.03.021,Afaasia,,,,,14,,1,13,,5,2,6,1,,,,,
S,SV,SVHI,SHHI.03.022,Häälikuseade vaatluspraktikum,,,,1,8,,,9,,,,,,,,8,1,
S,SV,SVHI,SHHI.03.024,Hääle- ja resonantsipuuete praktikum,,,1,1,4,,,6,,,,,,,,5,1,
S,SV,SVHI,SHHI.03.028,Neelamise füsioloogia ja teraapia,,,,,14,,,14,,2,8,4,,,,,,
S,SV,SVHI,SHHI.03.029,Kõnet asendavad ja toetavad kommunikatsioonimeetodid,,,1,6,22,,,29,,,,,,,,29,,
S,SV,SVHI,SHHI.03.030,Erivajadustega laste õpetamine lasteaias,,,4,12,14,1,3,26,,,6,10,6,7,1,,,
S,SV,SVHI,SHHI.03.031,Lapse arengu eripedagoogiline hindamine,,,,3,24,,17,10,,,,,,,,26,1,
S,SV,SVHI,SHHI.03.035,Õppevara kohandamine ja koostamine,,,,,24,,,24,,16,8,,,,,,,
S,SV,SVHI,SHHI.03.037,Loodus- ja ühiskonnaainete õpe erivajadustega lastele,,,1,,22,,,23,,7,12,4,,,,,,
S,SV,SVHI,SHHI.03.044,Düslaalia ja rinolaalia,,,,,23,,2,21,,5,11,4,1,2,,,,
S,SV,SVHI,SHHI.03.048,"Laste ja noorukite emotsionaalsed, sotsiaalsed ja käitumisraskused",,,,2,19,,,21,,1,9,8,2,,,,,1
S,SV,SVHI,SHHI.03.053,Haridustehnoloogia eripedagoogikas,1,1,4,6,3,,10,5,,10,4,,,,,,,1
S,SV,SVHI,SHHI.03.054,Kakskeelne laps - erivajadustega laps?,,,1,,19,,6,14,,,,,,,,20,,
S,SV,SVHI,SHHI.03.056,Õppimise neurokognitiivsed aspektid,,,2,6,15,,5,18,,7,8,4,4,,,,,
S,SV,SVHI,SVHI.00.002,Erialane inglise keel koolieelse lasteasutuse õpetajale (B1),,,,,8,,1,6,1,,,,,,,8,,
S,SV,SVHI,SVHI.00.003,Erialane inglise keel koolieelse lasteasutuse õpetajale (B2),,,,,11,,,11,,,,,,,,11,,
S,SV,SVHI,SVHI.01.004,Ülikoolis õppimine,,2,2,19,97,1,2,116,1,,,,,,,120,,
S,SV,SVHI,SVHI.01.011,Lastega filosofeerimine,,,,1,14,,,14,1,,,,,,,15,,
S,SV,SVHI,SVHI.01.013,"Õpetaja vaimne, füüsiline ja emotsionaalne tervis ja tasakaal",,,,5,19,,2,22,,,,,,,,23,1,
S,SV,SVHI,SVHI.01.016,Pärimusliku ainese lõimimine koolieelses lasteasutuses,,,2,2,12,1,2,13,,,,,,,,15,1,
S,SV,SVHI,SVHI.01.027,Juhendamine ja nõustamine,,,,2,18,,1,18,1,13,4,2,1,,,,,
S,SV,SVHI,SVHI.01.030,Sissejuhatus Eesti ja rahvusvahelisse haridusvaldkonna olustikku ja ajalukku,,,1,11,13,,6,19,,11,10,4,,,,,,
S,SV,SVHI,SVHI.01.031,Sissejuhatus nüüdisaegsesse õpikäsitusse,,,1,5,5,,1,10,,5,5,1,,,,,,
S,SV,SVHI,SVHI.01.033,Muutuste juhtimine ja innovatsioon,,,,3,30,1,,32,,,,,,,,31,2,
S,SV,SVHI,SVHI.01.034,Isiklik professionaalne areng,,,1,4,34,,,38,1,,,,,,,39,,
S,SV,SVHI,SVHI.01.035,Digipädevus haridusjuhtidele,,,1,4,18,,,22,1,12,11,,,,,,,
S,SV,SVHI,SVHI.01.037,Õppimise ja õpetamise uurimine,,,,3,12,,,15,,,,,,,,15,,
S,SV,SVHI,SVHI.01.040,Haridusasutuse strateegiline juhtimine,1,1,1,3,11,1,1,15,,,,,,,,17,,
S,SV,SVHI,SVHI.01.041,Õppiva organisatsiooni kultuuri loomine ja juhtimine kogukonna kontekstis,,,1,1,11,,,13,,,,,,,,13,,
